Medidas cautelares;Comunidades y ciudades autónomas;Periodo;Total
Otras medidas cautelares civiles sin especificar;Andalucía;2017;3
Otras medidas cautelares civiles sin especificar;Andalucía;2016;5
Otras medidas cautelares civiles sin especificar;Andalucía;2015;5
Otras medidas cautelares civiles sin especificar;Andalucía;2014;2
Otras medidas cautelares civiles sin especificar;Andalucía;2013;4
Otras medidas cautelares civiles sin especificar;Andalucía;2012;9
Otras medidas cautelares civiles sin especificar;Andalucía;2011;17
Otras medidas cautelares civiles sin especificar;Aragón;2023;0
Otras medidas cautelares civiles sin especificar;Aragón;2022;2
Otras medidas cautelares civiles sin especificar;Aragón;2021;0
Otras medidas cautelares civiles sin especificar;Aragón;2020;0
Otras medidas cautelares civiles sin especificar;Aragón;2019;0
Otras medidas cautelares civiles sin especificar;Aragón;2018;0
Otras medidas cautelares civiles sin especificar;Aragón;2017;0
Otras medidas cautelares civiles sin especificar;Aragón;2016;0
Otras medidas cautelares civiles sin especificar;Aragón;2015;0
Otras medidas cautelares civiles sin especificar;Aragón;2014;1
Otras medidas cautelares civiles sin especificar;Aragón;2013;0
Otras medidas cautelares civiles sin especificar;Aragón;2012;0
Otras medidas cautelares civiles sin especificar;Aragón;2011;0
Otras medidas cautelares civiles sin especificar;Asturias, Principado de;2023;0
Otras medidas cautelares civiles sin especificar;Asturias, Principado de;2022;0
Otras medidas cautelares civiles sin especificar;Asturias, Principado de;2021;0
Otras medidas cautelares civiles sin especificar;Asturias, Principado de;2020;0
Otras medidas cautelares civiles sin especificar;Asturias, Principado de;2019;0
Otras medidas cautelares civiles sin especificar;Asturias, Principado de;2018;0
Otras medidas cautelares civiles sin especificar;Asturias, Principado de;2017;0
Otras medidas cautelares civiles sin especificar;Asturias, Principado de;2016;0
Otras medidas cautelares civiles sin especificar;Asturias, Principado de;2015;0
Otras medidas cautelares civiles sin especificar;Asturias, Principado de;2014;0
Otras medidas cautelares civiles sin especificar;Asturias, Principado de;2013;0
Otras medidas cautelares civiles sin especificar;Asturias, Principado de;2012;0
Otras medidas cautelares civiles sin especificar;Asturias, Principado de;2011;1
Otras medidas cautelares civiles sin especificar;Balears, Illes;2023;1
Otras medidas cautelares civiles sin especificar;Balears, Illes;2022;0
Otras medidas cautelares civiles sin especificar;Balears, Illes;2021;0
Otras medidas cautelares civiles sin especificar;Balears, Illes;2020;0
Otras medidas cautelares civiles sin especificar;Balears, Illes;2019;0
Otras medidas cautelares civiles sin especificar;Balears, Illes;2018;2
Otras medidas cautelares civiles sin especificar;Balears, Illes;2017;0
Otras medidas cautelares civiles sin especificar;Balears, Illes;2016;4
Otras medidas cautelares civiles sin especificar;Balears, Illes;2015;9
Otras medidas cautelares civiles sin especificar;Balears, Illes;2014;10
Otras medidas cautelares civiles sin especificar;Balears, Illes;2013;9
Otras medidas cautelares civiles sin especificar;Balears, Illes;2012;8
Otras medidas cautelares civiles sin especificar;Balears, Illes;2011;3
Otras medidas cautelares civiles sin especificar;Canarias;2023;2
Otras medidas cautelares civiles sin especificar;Canarias;2022;0
Otras medidas cautelares civiles sin especificar;Canarias;2021;0
Otras medidas cautelares civiles sin especificar;Canarias;2020;0
Otras medidas cautelares civiles sin especificar;Canarias;2019;1
Otras medidas cautelares civiles sin especificar;Canarias;2018;3
Otras medidas cautelares civiles sin especificar;Canarias;2017;0
Otras medidas cautelares civiles sin especificar;Canarias;2016;0
Otras medidas cautelares civiles sin especificar;Canarias;2015;0
Otras medidas cautelares civiles sin especificar;Canarias;2014;0
Otras medidas cautelares civiles sin especificar;Canarias;2013;0
Otras medidas cautelares civiles sin especificar;Canarias;2012;0
Otras medidas cautelares civiles sin especificar;Canarias;2011;1
Otras medidas cautelares civiles sin especificar;Cantabria;2023;0
Otras medidas cautelares civiles sin especificar;Cantabria;2022;0
Otras medidas cautelares civiles sin especificar;Cantabria;2021;2
Otras medidas cautelares civiles sin especificar;Cantabria;2020;0
Otras medidas cautelares civiles sin especificar;Cantabria;2019;4
Otras medidas cautelares civiles sin especificar;Cantabria;2018;5
Otras medidas cautelares civiles sin especificar;Cantabria;2017;5
Otras medidas cautelares civiles sin especificar;Cantabria;2016;3
Otras medidas cautelares civiles sin especificar;Cantabria;2015;0
Otras medidas cautelares civiles sin especificar;Cantabria;2014;0
Otras medidas cautelares civiles sin especificar;Cantabria;2013;0
Otras medidas cautelares civiles sin especificar;Cantabria;2012;1
Otras medidas cautelares civiles sin especificar;Cantabria;2011;0
Otras medidas cautelares civiles sin especificar;Castilla y León;2023;5
Otras medidas cautelares civiles sin especificar;Castilla y León;2022;0
Otras medidas cautelares civiles sin especificar;Castilla y León;2021;1
Otras medidas cautelares civiles sin especificar;Castilla y León;2020;10
Otras medidas cautelares civiles sin especificar;Castilla y León;2019;53
Otras medidas cautelares civiles sin especificar;Castilla y León;2018;66
Otras medidas cautelares civiles sin especificar;Castilla y León;2017;60
Otras medidas cautelares civiles sin especificar;Castilla y León;2016;47
Otras medidas cautelares civiles sin especificar;Castilla y León;2015;40
Otras medidas cautelares civiles sin especificar;Castilla y León;2014;80
Otras medidas cautelares civiles sin especificar;Castilla y León;2013;80
Otras medidas cautelares civiles sin especificar;Castilla y León;2012;86
Otras medidas cautelares civiles sin especificar;Castilla y León;2011;79
Otras medidas cautelares civiles sin especificar;Castilla - La Mancha;2023;2
Otras medidas cautelares civiles sin especificar;Castilla - La Mancha;2022;0
Otras medidas cautelares civiles sin especificar;Castilla - La Mancha;2021;0
Otras medidas cautelares civiles sin especificar;Castilla - La Mancha;2020;1
Otras medidas cautelares civiles sin especificar;Castilla - La Mancha;2019;2
Otras medidas cautelares civiles sin especificar;Castilla - La Mancha;2018;1
Otras medidas cautelares civiles sin especificar;Castilla - La Mancha;2017;1
Otras medidas cautelares civiles sin especificar;Castilla - La Mancha;2016;0
Otras medidas cautelares civiles sin especificar;Castilla - La Mancha;2015;0
Otras medidas cautelares civiles sin especificar;Castilla - La Mancha;2014;0
Otras medidas cautelares civiles sin especificar;Castilla - La Mancha;2013;3
Otras medidas cautelares civiles sin especificar;Castilla - La Mancha;2012;2
Otras medidas cautelares civiles sin especificar;Castilla - La Mancha;2011;2
Otras medidas cautelares civiles sin especificar;Cataluña;2023;0
Otras medidas cautelares civiles sin especificar;Cataluña;2022;1
Otras medidas cautelares civiles sin especificar;Cataluña;2021;0
Otras medidas cautelares civiles sin especificar;Cataluña;2020;2
Otras medidas cautelares civiles sin especificar;Cataluña;2019;0
Otras medidas cautelares civiles sin especificar;Cataluña;2018;1
Otras medidas cautelares civiles sin especificar;Cataluña;2017;1
Otras medidas cautelares civiles sin especificar;Cataluña;2016;0
Otras medidas cautelares civiles sin especificar;Cataluña;2015;0
Otras medidas cautelares civiles sin especificar;Cataluña;2014;0
Otras medidas cautelares civiles sin especificar;Cataluña;2013;1
Otras medidas cautelares civiles sin especificar;Cataluña;2012;2
Otras medidas cautelares civiles sin especificar;Cataluña;2011;0
Otras medidas cautelares civiles sin especificar;Comunitat Valenciana;2023;0
Otras medidas cautelares civiles sin especificar;Comunitat Valenciana;2022;1
Otras medidas cautelares civiles sin especificar;Comunitat Valenciana;2021;0
Otras medidas cautelares civiles sin especificar;Comunitat Valenciana;2020;0
Otras medidas cautelares civiles sin especificar;Comunitat Valenciana;2019;0
Otras medidas cautelares civiles sin especificar;Comunitat Valenciana;2018;1
Otras medidas cautelares civiles sin especificar;Comunitat Valenciana;2017;2
Otras medidas cautelares civiles sin especificar;Comunitat Valenciana;2016;2
Otras medidas cautelares civiles sin especificar;Comunitat Valenciana;2015;0
Otras medidas cautelares civiles sin especificar;Comunitat Valenciana;2014;2
Otras medidas cautelares civiles sin especificar;Comunitat Valenciana;2013;10
Otras medidas cautelares civiles sin especificar;Comunitat Valenciana;2012;3
Otras medidas cautelares civiles sin especificar;Comunitat Valenciana;2011;5
Otras medidas cautelares civiles sin especificar;Extremadura;2023;15
Otras medidas cautelares civiles sin especificar;Extremadura;2022;6
Otras medidas cautelares civiles sin especificar;Extremadura;2021;0
Otras medidas cautelares civiles sin especificar;Extremadura;2020;0
Otras medidas cautelares civiles sin especificar;Extremadura;2019;0
Otras medidas cautelares civiles sin especificar;Extremadura;2018;0
Otras medidas cautelares civiles sin especificar;Extremadura;2017;1
Otras medidas cautelares civiles sin especificar;Extremadura;2016;1
Otras medidas cautelares civiles sin especificar;Extremadura;2015;1
Otras medidas cautelares civiles sin especificar;Extremadura;2014;1
Otras medidas cautelares civiles sin especificar;Extremadura;2013;1
Otras medidas cautelares civiles sin especificar;Extremadura;2012;0
Otras medidas cautelares civiles sin especificar;Extremadura;2011;3
Otras medidas cautelares civiles sin especificar;Galicia;2023;1
Otras medidas cautelares civiles sin especificar;Galicia;2022;0
Otras medidas cautelares civiles sin especificar;Galicia;2021;0
Otras medidas cautelares civiles sin especificar;Galicia;2020;0
Otras medidas cautelares civiles sin especificar;Galicia;2019;1
Otras medidas cautelares civiles sin especificar;Galicia;2018;0
Otras medidas cautelares civiles sin especificar;Galicia;2017;1
Otras medidas cautelares civiles sin especificar;Galicia;2016;1
Otras medidas cautelares civiles sin especificar;Galicia;2015;0
Otras medidas cautelares civiles sin especificar;Galicia;2014;0
Otras medidas cautelares civiles sin especificar;Galicia;2013;1
Otras medidas cautelares civiles sin especificar;Galicia;2012;4
Otras medidas cautelares civiles sin especificar;Galicia;2011;3
Otras medidas cautelares civiles sin especificar;Madrid, Comunidad de;2023;1
Otras medidas cautelares civiles sin especificar;Madrid, Comunidad de;2022;0
Otras medidas cautelares civiles sin especificar;Madrid, Comunidad de;2021;0
Otras medidas cautelares civiles sin especificar;Madrid, Comunidad de;2020;0
Otras medidas cautelares civiles sin especificar;Madrid, Comunidad de;2019;1
Otras medidas cautelares civiles sin especificar;Madrid, Comunidad de;2018;2
Otras medidas cautelares civiles sin especificar;Madrid, Comunidad de;2017;1
Otras medidas cautelares civiles sin especificar;Madrid, Comunidad de;2016;1
Otras medidas cautelares civiles sin especificar;Madrid, Comunidad de;2015;0
Otras medidas cautelares civiles sin especificar;Madrid, Comunidad de;2014;2
Otras medidas cautelares civiles sin especificar;Madrid, Comunidad de;2013;1
Otras medidas cautelares civiles sin especificar;Madrid, Comunidad de;2012;2
Otras medidas cautelares civiles sin especificar;Madrid, Comunidad de;2011;1
Otras medidas cautelares civiles sin especificar;Murcia, Región de;2023;0
Otras medidas cautelares civiles sin especificar;Murcia, Región de;2022;6
Otras medidas cautelares civiles sin especificar;Murcia, Región de;2021;6
Otras medidas cautelares civiles sin especificar;Murcia, Región de;2020;1
Otras medidas cautelares civiles sin especificar;Murcia, Región de;2019;2
Otras medidas cautelares civiles sin especificar;Murcia, Región de;2018;2
Otras medidas cautelares civiles sin especificar;Murcia, Región de;2017;3
Otras medidas cautelares civiles sin especificar;Murcia, Región de;2016;5
Otras medidas cautelares civiles sin especificar;Murcia, Región de;2015;2
Otras medidas cautelares civiles sin especificar;Murcia, Región de;2014;0
Otras medidas cautelares civiles sin especificar;Murcia, Región de;2013;1
Otras medidas cautelares civiles sin especificar;Murcia, Región de;2012;0
Otras medidas cautelares civiles sin especificar;Murcia, Región de;2011;1
Otras medidas cautelares civiles sin especificar;Navarra, Comunidad Foral de;2023;2
Otras medidas cautelares civiles sin especificar;Navarra, Comunidad Foral de;2022;0
Otras medidas cautelares civiles sin especificar;Navarra, Comunidad Foral de;2021;0
