Penas y medidas;Comunidades y ciudades autónomas;Periodo;Total
Prohibición a desempeñar ciertas actividades;Murcia, Región de;2022;0
Prohibición a desempeñar ciertas actividades;Murcia, Región de;2021;""
Prohibición a desempeñar ciertas actividades;Murcia, Región de;2020;""
Prohibición a desempeñar ciertas actividades;Murcia, Región de;2019;""
Prohibición a desempeñar ciertas actividades;Murcia, Región de;2018;""
Prohibición a desempeñar ciertas actividades;Murcia, Región de;2017;""
Prohibición a desempeñar ciertas actividades;Murcia, Región de;2016;""
Prohibición a desempeñar ciertas actividades;Murcia, Región de;2015;""
Prohibición a desempeñar ciertas actividades;Navarra, Comunidad Foral de;2023;0
Prohibición a desempeñar ciertas actividades;Navarra, Comunidad Foral de;2022;0
Prohibición a desempeñar ciertas actividades;Navarra, Comunidad Foral de;2021;""
Prohibición a desempeñar ciertas actividades;Navarra, Comunidad Foral de;2020;""
Prohibición a desempeñar ciertas actividades;Navarra, Comunidad Foral de;2019;""
Prohibición a desempeñar ciertas actividades;Navarra, Comunidad Foral de;2018;""
Prohibición a desempeñar ciertas actividades;Navarra, Comunidad Foral de;2017;""
Prohibición a desempeñar ciertas actividades;Navarra, Comunidad Foral de;2016;""
Prohibición a desempeñar ciertas actividades;Navarra, Comunidad Foral de;2015;""
Prohibición a desempeñar ciertas actividades;País Vasco;2023;0
Prohibición a desempeñar ciertas actividades;País Vasco;2022;0
Prohibición a desempeñar ciertas actividades;País Vasco;2021;""
Prohibición a desempeñar ciertas actividades;País Vasco;2020;""
Prohibición a desempeñar ciertas actividades;País Vasco;2019;""
Prohibición a desempeñar ciertas actividades;País Vasco;2018;""
Prohibición a desempeñar ciertas actividades;País Vasco;2017;""
Prohibición a desempeñar ciertas actividades;País Vasco;2016;""
Prohibición a desempeñar ciertas actividades;País Vasco;2015;""
Prohibición a desempeñar ciertas actividades;Rioja, La;2023;0
Prohibición a desempeñar ciertas actividades;Rioja, La;2022;0
Prohibición a desempeñar ciertas actividades;Rioja, La;2021;""
Prohibición a desempeñar ciertas actividades;Rioja, La;2020;""
Prohibición a desempeñar ciertas actividades;Rioja, La;2019;""
Prohibición a desempeñar ciertas actividades;Rioja, La;2018;""
Prohibición a desempeñar ciertas actividades;Rioja, La;2017;""
Prohibición a desempeñar ciertas actividades;Rioja, La;2016;""
Prohibición a desempeñar ciertas actividades;Rioja, La;2015;""
Prohibición a desempeñar ciertas actividades;Ceuta;2023;0
Prohibición a desempeñar ciertas actividades;Ceuta;2022;0
Prohibición a desempeñar ciertas actividades;Ceuta;2021;""
Prohibición a desempeñar ciertas actividades;Ceuta;2020;""
Prohibición a desempeñar ciertas actividades;Ceuta;2019;""
Prohibición a desempeñar ciertas actividades;Ceuta;2018;""
Prohibición a desempeñar ciertas actividades;Ceuta;2017;""
Prohibición a desempeñar ciertas actividades;Ceuta;2016;""
Prohibición a desempeñar ciertas actividades;Ceuta;2015;""
Prohibición a desempeñar ciertas actividades;Melilla;2023;0
Prohibición a desempeñar ciertas actividades;Melilla;2022;0
Prohibición a desempeñar ciertas actividades;Melilla;2021;""
Prohibición a desempeñar ciertas actividades;Melilla;2020;""
Prohibición a desempeñar ciertas actividades;Melilla;2019;""
Prohibición a desempeñar ciertas actividades;Melilla;2018;""
Prohibición a desempeñar ciertas actividades;Melilla;2017;""
Prohibición a desempeñar ciertas actividades;Melilla;2016;""
Prohibición a desempeñar ciertas actividades;Melilla;2015;""
Sujeción a programas específicos de reeducación y tratamiento;Total Nacional;2023;78
Sujeción a programas específicos de reeducación y tratamiento;Total Nacional;2022;26
Sujeción a programas específicos de reeducación y tratamiento;Total Nacional;2021;2
Sujeción a programas específicos de reeducación y tratamiento;Total Nacional;2020;2
Sujeción a programas específicos de reeducación y tratamiento;Total Nacional;2019;3
Sujeción a programas específicos de reeducación y tratamiento;Total Nacional;2018;3
Sujeción a programas específicos de reeducación y tratamiento;Total Nacional;2017;1
Sujeción a programas específicos de reeducación y tratamiento;Total Nacional;2016;2
Sujeción a programas específicos de reeducación y tratamiento;Total Nacional;2015;18
Sujeción a programas específicos de reeducación y tratamiento;Andalucía;2023;14
Sujeción a programas específicos de reeducación y tratamiento;Andalucía;2022;8
Sujeción a programas específicos de reeducación y tratamiento;Andalucía;2021;1
Sujeción a programas específicos de reeducación y tratamiento;Andalucía;2020;0
Sujeción a programas específicos de reeducación y tratamiento;Andalucía;2019;1
Sujeción a programas específicos de reeducación y tratamiento;Andalucía;2018;1
Sujeción a programas específicos de reeducación y tratamiento;Andalucía;2017;0
Sujeción a programas específicos de reeducación y tratamiento;Andalucía;2016;1
Sujeción a programas específicos de reeducación y tratamiento;Andalucía;2015;5
Sujeción a programas específicos de reeducación y tratamiento;Aragón;2023;10
Sujeción a programas específicos de reeducación y tratamiento;Aragón;2022;1
Sujeción a programas específicos de reeducación y tratamiento;Aragón;2021;0
Sujeción a programas específicos de reeducación y tratamiento;Aragón;2020;0
Sujeción a programas específicos de reeducación y tratamiento;Aragón;2019;1
Sujeción a programas específicos de reeducación y tratamiento;Aragón;2018;0
Sujeción a programas específicos de reeducación y tratamiento;Aragón;2017;0
Sujeción a programas específicos de reeducación y tratamiento;Aragón;2016;0
Sujeción a programas específicos de reeducación y tratamiento;Aragón;2015;0
Sujeción a programas específicos de reeducación y tratamiento;Asturias, Principado de;2023;0
Sujeción a programas específicos de reeducación y tratamiento;Asturias, Principado de;2022;0
Sujeción a programas específicos de reeducación y tratamiento;Asturias, Principado de;2021;0
Sujeción a programas específicos de reeducación y tratamiento;Asturias, Principado de;2020;0
Sujeción a programas específicos de reeducación y tratamiento;Asturias, Principado de;2019;0
Sujeción a programas específicos de reeducación y tratamiento;Asturias, Principado de;2018;0
Sujeción a programas específicos de reeducación y tratamiento;Asturias, Principado de;2017;0
Sujeción a programas específicos de reeducación y tratamiento;Asturias, Principado de;2016;0
Sujeción a programas específicos de reeducación y tratamiento;Asturias, Principado de;2015;0
Sujeción a programas específicos de reeducación y tratamiento;Balears, Illes;2023;0
Sujeción a programas específicos de reeducación y tratamiento;Balears, Illes;2022;0
Sujeción a programas específicos de reeducación y tratamiento;Balears, Illes;2021;0
Sujeción a programas específicos de reeducación y tratamiento;Balears, Illes;2020;0
Sujeción a programas específicos de reeducación y tratamiento;Balears, Illes;2019;0
Sujeción a programas específicos de reeducación y tratamiento;Balears, Illes;2018;0
Sujeción a programas específicos de reeducación y tratamiento;Balears, Illes;2017;0
Sujeción a programas específicos de reeducación y tratamiento;Balears, Illes;2016;0
Sujeción a programas específicos de reeducación y tratamiento;Balears, Illes;2015;0
Sujeción a programas específicos de reeducación y tratamiento;Canarias;2023;1
Sujeción a programas específicos de reeducación y tratamiento;Canarias;2022;2
Sujeción a programas específicos de reeducación y tratamiento;Canarias;2021;0
Sujeción a programas específicos de reeducación y tratamiento;Canarias;2020;1
Sujeción a programas específicos de reeducación y tratamiento;Canarias;2019;0
Sujeción a programas específicos de reeducación y tratamiento;Canarias;2018;1
Sujeción a programas específicos de reeducación y tratamiento;Canarias;2017;0
Sujeción a programas específicos de reeducación y tratamiento;Canarias;2016;0
Sujeción a programas específicos de reeducación y tratamiento;Canarias;2015;1
Sujeción a programas específicos de reeducación y tratamiento;Cantabria;2023;0
Sujeción a programas específicos de reeducación y tratamiento;Cantabria;2022;0
Sujeción a programas específicos de reeducación y tratamiento;Cantabria;2021;0
Sujeción a programas específicos de reeducación y tratamiento;Cantabria;2020;0
Sujeción a programas específicos de reeducación y tratamiento;Cantabria;2019;0
Sujeción a programas específicos de reeducación y tratamiento;Cantabria;2018;0
Sujeción a programas específicos de reeducación y tratamiento;Cantabria;2017;0
Sujeción a programas específicos de reeducación y tratamiento;Cantabria;2016;0
Sujeción a programas específicos de reeducación y tratamiento;Cantabria;2015;0
Sujeción a programas específicos de reeducación y tratamiento;Castilla y León;2023;15
Sujeción a programas específicos de reeducación y tratamiento;Castilla y León;2022;4
Sujeción a programas específicos de reeducación y tratamiento;Castilla y León;2021;0
Sujeción a programas específicos de reeducación y tratamiento;Castilla y León;2020;0
Sujeción a programas específicos de reeducación y tratamiento;Castilla y León;2019;0
Sujeción a programas específicos de reeducación y tratamiento;Castilla y León;2018;0
Sujeción a programas específicos de reeducación y tratamiento;Castilla y León;2017;0
Sujeción a programas específicos de reeducación y tratamiento;Castilla y León;2016;0
Sujeción a programas específicos de reeducación y tratamiento;Castilla y León;2015;0
Sujeción a programas específicos de reeducación y tratamiento;Castilla - La Mancha;2023;0
Sujeción a programas específicos de reeducación y tratamiento;Castilla - La Mancha;2022;1
Sujeción a programas específicos de reeducación y tratamiento;Castilla - La Mancha;2021;0
Sujeción a programas específicos de reeducación y tratamiento;Castilla - La Mancha;2020;0
Sujeción a programas específicos de reeducación y tratamiento;Castilla - La Mancha;2019;0
Sujeción a programas específicos de reeducación y tratamiento;Castilla - La Mancha;2018;0
Sujeción a programas específicos de reeducación y tratamiento;Castilla - La Mancha;2017;0
Sujeción a programas específicos de reeducación y tratamiento;Castilla - La Mancha;2016;0
Sujeción a programas específicos de reeducación y tratamiento;Castilla - La Mancha;2015;0
Sujeción a programas específicos de reeducación y tratamiento;Cataluña;2023;3
Sujeción a programas específicos de reeducación y tratamiento;Cataluña;2022;2
Sujeción a programas específicos de reeducación y tratamiento;Cataluña;2021;1
Sujeción a programas específicos de reeducación y tratamiento;Cataluña;2020;1
Sujeción a programas específicos de reeducación y tratamiento;Cataluña;2019;0
Sujeción a programas específicos de reeducación y tratamiento;Cataluña;2018;0
Sujeción a programas específicos de reeducación y tratamiento;Cataluña;2017;1
Sujeción a programas específicos de reeducación y tratamiento;Cataluña;2016;0
Sujeción a programas específicos de reeducación y tratamiento;Cataluña;2015;3
Sujeción a programas específicos de reeducación y tratamiento;Comunitat Valenciana;2023;31
Sujeción a programas específicos de reeducación y tratamiento;Comunitat Valenciana;2022;2
Sujeción a programas específicos de reeducación y tratamiento;Comunitat Valenciana;2021;0
Sujeción a programas específicos de reeducación y tratamiento;Comunitat Valenciana;2020;0
Sujeción a programas específicos de reeducación y tratamiento;Comunitat Valenciana;2019;1
Sujeción a programas específicos de reeducación y tratamiento;Comunitat Valenciana;2018;1
Sujeción a programas específicos de reeducación y tratamiento;Comunitat Valenciana;2017;0
Sujeción a programas específicos de reeducación y tratamiento;Comunitat Valenciana;2016;0
Sujeción a programas específicos de reeducación y tratamiento;Comunitat Valenciana;2015;5
Sujeción a programas específicos de reeducación y tratamiento;Extremadura;2023;1
Sujeción a programas específicos de reeducación y tratamiento;Extremadura;2022;0
Sujeción a programas específicos de reeducación y tratamiento;Extremadura;2021;0
Sujeción a programas específicos de reeducación y tratamiento;Extremadura;2020;0
Sujeción a programas específicos de reeducación y tratamiento;Extremadura;2019;0
Sujeción a programas específicos de reeducación y tratamiento;Extremadura;2018;0
Sujeción a programas específicos de reeducación y tratamiento;Extremadura;2017;0
Sujeción a programas específicos de reeducación y tratamiento;Extremadura;2016;0
Sujeción a programas específicos de reeducación y tratamiento;Extremadura;2015;2
